units
98th Siege Bty.
5th Heavy Trench Mortar Bty.
224th Bn
27th Bty. 7th Bde.
"""L"" Coy."
H.M.S. Victory
1st Canadian General Hospital
H.M.S. Alsatian
13th Light Railway Operating Coy.
"""C"" Coy. 13th (Reserve) Bn."
"""H"" Coy. 15th Bn."
C.E.R.D.
12th Field Amb. (Winnipeg)
224th Coy.
74th Bn.
"Regimental Depot, (Nova Scotia)."
88th Bn.
23rd Coy.
2nd C.C.B. Canadian Constr. Coy.
5th Gen. Hosp.
2nd C.E.R.B.
Field Amb
"""A"" Coy. 119th Bn."
Reinforcement Coy.
1st Div. Trench Mortar Bty.
5th Canadian Div. Trench Mortar Bty.
10th Field Bty.
5th Div. Trench Mortar Bty.
35th Bn
"""E"" Coy. 75th Bn."
1st. Bn.
"""B"" Coy. 50th Bn."
1st Div. Ammunition Park
Div. Ammunition Park
"No. 4 Troop, ""C"" Sqdn."
Div. H.Q.
1st Canadian Div. Trench Mortar Bty.
51st Bty. 13th Bde.
"Regimental Depot, (Eastern Ontario)."
"53rd Bty, 13th Bde."
"""A"" Coy. 116th Bn."
No. 1 Reserve Park
"""C"" Coy. 8th Bn."
1st Field Ambulance
"""H.Q."" Coy."
11th Bde.
4th Field Coy. 2nd Div.
1st M.T. Coy.
3rd Supply Coy.
5th Field Coy. 2nd Div.
"""C"" Coy. 20th Bn."
4th Ammunition Sub. Park
4th Canadian Light T. M. Bty.
1st Div. Supply Coy.
15th Bty. 6th Bde.
10th Field Amb
2nd Res. Park
58th Broad Gauge Rly. Operating Coy.
"H.M.S. ""Gloucester."""
1st C.D.D.
"S.S. ""Burutu."""
H.M.S. Vivid III
250th Bn.
76th Coy.
71st Coy.
172nd Bn.
3rd Can. Field Amb.
4th T.M. Bty.
1st Bty. 1st Bde.
"""A"" Bty. 8th Bde."
3rd Pontoon Bridging and Transport Unit
4th Canadian Area Employment Coy.
15th (Reserve) Bn. 
10th Bty.
5th Coy. 15th Bn.
5th Can. Div. Engineers
3rd Canadian Ammunition Sub Park.
"""D"" Coy. 29th Bn."
2nd T.M. Bty.
"""D"" Coy. 24th Bn."
3rd Bty. 1st Bde.
"""D"" Coy. 78th Bn."
2nd Canadian Div. T.M. Bty.
2nd Div. T.M. Bty.
4th Div. M.T. Coy.
"S.S. ""Royal Edward"" (Toronto)"
107th Regt.
"""G"" Coy. 47th Bn."
72nd Coy.
7th Canadian Area Employment Coy.
9th Bty.
Div. Mechanical Transport Coy.
45th Coy.
40th Coy.
(Pool).
3rd Canadian Gen. Hosp.
 4th Canadian Div. H.Q.
"Mechanical Transport Coy., Motor Machine Gun Corps"
1st Motor Machine Gun Bn
23rd Howitzer Bty. 5th Bde.
11th Supply Depot.
1st Canadian Army Aux. Horse Transport Coy.
212th Bn.
"Imperial Recruits Depot, B.E.F."
Survey Sect.
2nd Ammunition Sub Park
"13th Bde, H.Q."
1st Army Auxiliary Horse Coy.
"""D"" Coy. 13th Bn."
5th Div. Signal Coy.
79th Bty. 6th Bde.
8th Canadian Area Employment Coy.
12th Field Amb
Anti-Aircraft Bty.
"""C"" Coy. 116th Bn."
Mechanical Transport Coy.
Valcartier Duty Detachment
Composite Regt.
2nd/1st Depot Bn. (Central Ontario).
"H.M.C.S. ""Christine"""
2nd Machine Gun Bn.
239th Canadian Railway Construction Coy.
205th Bn.
147th Bn
No. 16 Canadian General Hospital
"""F"" Unit, 13th"
71st Bty.
21st Bn. formerly 39th Bn.
158th Bn.
No. 8 Coy.
"5th Field Coy., Construction Eng."
"HQ, Military District 6"
40th Regt. 
"H.M.C.S. ""Shearwater"""
"H.M.C.S. ""Musquash"""
Forestry Depot (Mil. District No. 2.)
234th Bn
223rd Bn.
3rd Canadian Tunnelling Coy.
Reserve.
2nd Dept. Bn.
"Mechanical Transport, Div. Ammunition Park."
4th Bn. (Commanding M.G. Corps).
2nd Coy
"""C"" Coy. 107th Bn."
"H.Q., Military District No. 4."
Corps of Guides.
C.E.F. 109th Bn.
Cobonig Bty.
2nd Depot Bn.
93rd Regt.
"H.M.C.S. ""Margaret"""
12th Div. Supplies
"Engineer Training Depot, Military District 4"
2nd Canadian Div. Signal Coy.
"Schooner ""John Llewelyn"""
"No. 1 Coy., 13th Bn."
5th Stationary Hosp.
23rd Regiment
Signal Training Depot
231st Bn.
2nd Depot Bn. (Quebec)
29th Bn. 
"H.M.S. ""Ladybird"""
16th
43rd Regt. 
259th Bn
6th Bty. 2nd Bde.
No.1 Coy. 38th Bn.
1st Div. Ammunition Sub. Park
1st Canadian Ammunition Sub. Park
35th Coy.
4th Regt.
"""C"" Coy. 3rd Regt."
33rd Coy.
Reinforcement Pool
Canadian Corps Reinforcement Camp.
1st Can. Ammunition Sub. Park
No. 4 Div. Supply Col.
Vet. Hosp.
79th Coy.
2nd Div. Trench Mortar Bty.
Can. Vet. Hosp.
43rd Howitzer Bty. 8th Army Bde.
D48th Howitzer Bty. 2nd Bde.
49th Coy.
42nd Coy.
2nd Labour Bn.
No. 4 Coy. 102nd Bn.
1st Vet. Hosp.
48th Coy.
"""D"" Coy. 60th Bn."
Can. Machine Gun School
Army H.Q.
Third Army Troops Coy.
Adjt. 54th Bn.
4th Mechanical Transport Coy.
27th Field Amb.
"H.M. Trawler ""Drumtochty."""
HMHS Llandovery Castle
"S.S. ""Port Dalhousie"""
141st Bn.
"S.S. ""Carthaginian."""
2nd Tank Bn.
"H.M.C.S. ""Grise."""
"S.S. ""Mount Temple."""
"H.M. Trawler ""Rugby"""
"S/V. ""Hilda R."""
"H.M.S. ""Good Hope."""
"H.M.C.S. ""Grilse."""
"S.S. ""Port Dalhousie"" (Newcastle-on-Tyne)"
"H.M. Trawler ""Redcar."""
"H.M.S. ""Calgarian."""
"S.S. ""Tagona."""
"H.M.C.S. ""Margaret."""
"H.M. Trawler ""Sapper Herbert Bennett."""
"H.M. Trawler ""Blackwhale."""
"H.M. Trawler ""Ben Lawers."""
141st Field Amb.
"H.M.C. ""Drifter 60."""
"""A"" Coy. 2nd Tank Bn."
"H.M. Trawler ""Loch Eye."""
"S.S. ""Lake Michigan"""
43rd Bty. 8th Army Bde.
"S.S. ""Luz Blanca"""
"""C"" Coy. 12th Bn."
"H.M. Trawler ""Lucknow."""
"S.S. ""Armonia."""
H.M.C.S. Grilse
5th Siege Bty. 2nd Bde.
"H.M.S. ""Foyle."""
"H.M. Trawler ""Fraser"""
"H.M. Trawler ""Apley"""
H.M. Submarine D.3.
C.E.F.
1st Div. Motor Transport Coy.
No. 2 Special Service Coy.
94th Bn.
94th Bn
5th Canadian Trench Mortar Bty.
"""C"" Coy. 73rd Bn."
"Schooner ""Lucille M. Schnare"""
"H.M.C.S. ""Canada"""
3rd Can. Gen. Hosp.
5th Canadian Light Trench Mortar Bty.
10th Light Trench Mortar Bty.
1st Bde. H.Q.
2nd Light Trench Mortar Bty.
"""B"" Coy. 15th Bn."
"""D"" Coy. 25th Bn."
"""B"" Coy. 26th Bn."
1st Reserve Park
32nd Coy.
Signal Coy. H.Q.
2nd Trench Mortar Bty
"""A Coy., 78th Bn."
7th Bn. formerly 47th Bn.
"""D"" Coy., 42nd Bn."
"Medical Officer, 10th Bn."
H.Q. 2nd Canadian Div. Engineers
"""B"" Coy, 3rd Bn."
51st Coy.
"""D"" Coy., 85th Bn."
"""A"" Coy., 38th Bn."
"""C"" Coy., 73rd Bn."
"""B"" Coy. 75th Bn."
"""C"" Coy., 85th Bn."
"""A"" Coy., 75th Bn."
"""A"" Coy, 24th Bn."
10th Siege Bty. 3rd Bde.
"""B"" Coy. 7th Bn."
"""H"" Coy. 10th Bn."
3rd Tunnelling Coy
"""C"" Coy. 123rd Bn."
13th Canadian Field Amb
"""G"" Coy. 13th Bn."
"""A'' Coy. 7th Bn."
11th Field Coy. 4th Div.
2nd Field Amb. Supply Col. attd. 2nd Field Amb.
9th Howitzer Bty. 3rd Bde.
2nd Can. Div. Signal Coy.
32nd Bty. 8th Bde.
13th Field Amb
22nd Bty. 6th Howitzer Bde.
1st Div. Unit of Supply
3rd Field Bakery
4th Field Ambulance
4th Canadian Div.
1st Coy. 3rd Bn.
1st Canadian Div. Ammunition Col.
No. 5 Coy. 15th Bn.
No.3 Field Bakery
75 Signal Coy.
No. 1 Coy. 16th Bn.
First Army Troops
"""B"" Coy. 6th Regt."
2nd Coy. 14th Bn.
"""Toronto"" Coy. 3rd Bn."
No. 3 Coy. 15th Bn.
"""A"" Coy. 7th Bn."
No. 4 Coy. 7th Bn.
1st Bn..
3rd Siege Bty. 1st Bde.
No. 1 Coy. 1st Bn.
1st Div. M.T. Coy.
5th Canadian Area Employment Coy.
""" D ""Coy. 85th Bn."
5th Div. T.M. Bty.
4th Can. Div. Signal Coy.
4th Div. T.M. Bty.
Yukon
"""B"" Coy. 44th Bn."
Q.M.G. Insp. Dept. 78th Bn.
Cyclist Coy.
3rd Siege By.
5th Signal Coy.
No. 3 Coy
"""A "" Sqdn."
"Railway Depot,"
Mechanical Transport
"""B"" Coy. 14th Bn."
3rd Div. M.T. Coy.
Yukon Bde.
2nd Bty. 1st Bde.
34th Coy.
No.11 Engineers Depot
1st Coy. 67th Bn.
No.3 Coy. 2nd Bn.
1st Can. Div. M.T. Coy.
3rd Coy. 2nd Bn.
224th
53rd Coy.
73rd Coy.
No.10 Coy.
"Drifter ""No. 7."""
M.T. Coy.
"H.M. Drifter ""No. 8"""
174th Bn.
102nd Regt.
45th Bn
72nd Regt.
Recruiting Depot (Virden)
18th Regt.
67th Bn
Military District 10
3rd Divisional Train
8th Div. Siege School
38th Coy.
1st Training Depot
French Canadian Recruiting Depot.
189th Bn.
101st Bty.
10th Canadian Railway Construction Coy.
22nd Coy.
57th Coy.
21st Coy.
Canadian Corps Survey Section
238th Bn
4411 Coy.
13th Field Coy.
1st Canadian Constr. Coy.
341 Coy.
"No. 1 District Workshop,"
52nd Coy.
"Reinforcement Pool,"
76th By.
101st. Bn.
100th Regt.
46th Coy.
55th Coy.
H.Q. No. 4 District
74th Coy.
47th Coy.
78th Coy.
41st Coy.
"Depot, (British Columbia)."
43rd Coy.
30th Coy.
44th Coy.
Overseas Div.
158th Bn
16th (Reserve) Bn.
11th Infantry Bde. H/Q. (British Columbia).
30th Regt. (British Columbia Horse)
7th General Hospital
1st Divisional Train
4th Field Bakery
"H.M. Yacht ""Monsoon."""
4th Tunnelling Coy.
68th Bty.
Yukon Infantry Coy.
"H.M. Drifter ""Dover."""
No. 11 Training Depot
43rd Howitzer Bty.
9th Heavy Bty.
4th Canadian Mobile Vet. Sect.
58th Broad Gauge Railway Operating Coy.
13th Field Ambulance.
143rd Bn.
"""D"" Coy. ""A"" Sqdn."
51st District
55th Bty. 13th Bde.
No 4 District
3rd Bty. 2nd Bde.
"""D"" Coy. 7th Bn."
2nd Coy. 2nd Bn.
"""D"" Coy. 20th Bn."
182nd Bn.
1st/2nd Depot Bn. (Quebec).
10th Reserve Bn.
3rd Army Troops Coy.
3rd/2nd Depot Bn. (Quebec).
Mixed Bn.
27th Bty.
No. 4 Special Service Coy.
Jewish Reinforcement Coy.
"No. 4 District Depot, (Quebec). 24th Bn."
148th Bn.
244th Bn.
216th Bn.
23rd (Reserve) Bn. formerly 13th Bn.
No. 2 Canadian Veterinary Hospital.
2nd Canadian Construction Bn.
Composite Bn. (3rd V.R.C.)
79th Bty.
481st Canadian Area Employment Coy.
19th Bty.
Commanding 1st Heavy Artillery Group.
60th Bn
"""A"" Coy. 49th Bn."
29th Coy.
107th Siege Bty.
101st Regt.
2nd Div. Ammunition Column
51st Regt.
3rd Field Amb. 1st Can. Div.
4th Siege Bde.
245th Bn.
5th University (McGill) Coy.
1st Siege Bty. 1st Bde.
D.G.M.S. Staff
5th Canadian Field Ambulance
Canadian Signal Training Depot
227th Bn.
3rd Signal Coy. 10th Bn.
"H.M.S. ""Island Prince"""
21st Bty. 4th Bde
35th Howitzer Bty. 8th Bde.
3rd Railway Bn.
2nd Railway Bn.
"""D"" Coy. 9th Bn."
27th Bty. 4th Bde.
10th General Hospital
5th Coy. 2nd Div.
2nd Reserve Bn.
9th Siege Bty. 1st Howitzer Bde.
244th Bn
4th Div. Coy. 12th Bde.
1st Coy. 7th Bn.
4th Div.Engineers Reserve Coy
1st Montreal Heavy Bde.
91st Bn. Canadian Training School.
3rd Canadian General Hospital
1st Coy. 8th Bn.
Eaton Motor Machine Gun Bty.
P. B. Unit
8th Canadian Field Amb.
39th Bty. 10th Bde.
3rd f Bn.
30th Bty.
3rd Canadian Area Employment Coy.
"""E"" Canadian Anti-Aircraft Bty."
"H.Q. Labour Units, 2nd"
4th H.Q.
1st Coy. 20th Bn.
1st Bn. formerly 36th Bn.
M.G. Section 31st Bn.
36th Bn. attd. 1st Bn.
Machine Gun Coy.
1st Bn. (Medical Section)
15th Bty. 4th Bde.
No. 2 Coy
2nd Tun. Coy.
2nd Pontoon Bridging and Transport
2nd Canadian Div. Train
4th Siege Bty. 2nd Bde.
10th Siege Bty. 2nd Bde.
2nd Div. M.T. Coy.
"H.Q. Labour Units Gen. Dept., 2nd"
"Pool,"
Cav. Bde.
3rd Inf. Works Coy.
47th Bty. 12th Bde.
No. 3 Coy. 16th Bn.
Eatons Motor Machine Gun Bde.
3rd Coy. 13th Bn.
No. 3. Coy. 13th Bn.
No. 3 Coy. 14th Bn.
"""D"" Coy. 15th Bn."
"""A"" Coy. 116th Bn"
4th University Coy.
2nd M.T. Coy.
"""A"" Coy. 116 th Bn."
6th Bde. H.Q.
1st Div. Sigs.
4th Can. Div. M.T. Coy.
"""B"" Coy. 25th Bn"
"""B"" Coy. 9th"
4th Coy. 21st Bn.
1st Coy. 21st Bn.
3rd Coy. 16th Bn.
1st.
1st. Bde.
No. 2 Field Amb.
"""D"" Coy. 87th Bn."
11th Field Ambulance
No. 4 Coy. 16th Bn.
No.2 Field Amb.
66th Bty. 2nd Bde.
"""C "" Coy. 10th Bn."
12th Bde. 4th Div.
1st Bde. Div. Ammunition Col.
16th. Bn.
7th Bn. (formerly 51st Bn.)
40th Bty. 3rd Bde.
Signal Troop
H.Q. 4th
2nd Can. Div. Train
1st Cav. Div.
23rd Howitzer Bty.
No. 1 Coy. 2nd Bn.
1st Div. Ammuniton Col.
3rd Canadian Div. Mechanical Transport Coy.
4th Bde
1st Canadian Mounted Brigade H.Q.
5th Bde
"""A"" Coy. 22nd Bn."
25th Bty. 5th Bde.
49th Bty. 5th Bde.
3rd Trench Mortar By.
3rd Div. Trench Mortar Bty.
23rd Bty. 5th Bde
2nd Canadian Aux. H.T. Coy.
Signal Coy.
78th (Depot) Bty.
4th Rn.
3rd Div. Signals
41st Bde.
8th Field Army Bde.
29th Bty. 4th Bde.
"""D"" Coy. 43rd Bn."
Eaton's Machine Gun Bty. 3rd Can Div.
8th Army Bde. Ammunition Col.
5th Sanitary Sect.
"""D"" Coy. 2nd Bn."
1st Coy. 15th Bn.
52nd Bty. 10th Bde.
6th Field Ambulance
"""Borden's"" Bty."
1st Canadian Casualty Clearing Station
"""A"" Coy. 21st Bn."
2nd Canadian Tunnelling Coy.
1st Depot Bn. and 10th Detachment
No. 10 Coy.
10th Detachment
216th Bn
79th Bty. 4th Bde.
3rd Canadian Div. Employment Coy.
2nd Siege. Bty.
9th Canadian Field Amb.
1st Can. Div. Signal Coy.
3rd Can. Div. Ammunition Col.
1st Can. Div. Employment Coy.
8th Field Amb
No. 4 Supply Depot
3rd Canadian Field Amb.
7th Field Amb
15th Bty. 6th Howitzer Bde.
"Regimental Depot, 49th Bn."
5th H.Q.
3rd Coy. 102nd Bn.
31st Bty.
No.1 Coy. 16th Bn.
"""A"" Coy. 16th Bn."
1st Div. Ammunition Col. 36th Bty.
"""H"" Coy. 21st Bn."
52nd Trench Mortar Bty.
3rd T.M. Bty.
Training School
Ammunition Col.
14th Bty.
27th Heavy Bty.
"H.M.S. ""Gainsborough"" (Mine Clearing Service)."
"""D"" Coy. 6th"
13th Reinforcements Pool
5th (Reserve) Bn.
24th Bty. 5th Bde.
1st/1st Depot Bn. (Central Ontario).
Permanent Staff
"H.M. Canadian Drifter ""96."""
4th Div. Ammunition Coy
5th Depot
Depot Bn. (Quebec).
5th Army Troops
167th Bn.
"""C"" Coy. 171st Bn."
162nd Bn
84th Bn.
1st Canadian Div. Signal Co.
Composite Bn. (71st York Regt.)
215th Bn.
1st Ammunition Supply Park
44th Regt.
49th Bty.
54th Field Bty.
97th Regt.
133rd Bn. attd. 3rd Reserve Bn.
1st Depot Bn. (Western Ontario)
1st/2nd Depot Bn. (Central Ontario).
Commanding 116th Bn.
19th Lincoln Regiment
157th Bn.
2nd Detachment
177th Bn
157th Bn
Kapuskasing Guard Coy.
48th Regt.
No.2 District Depot. 3rd Bde.
Depot Regt.
Railway Construction Depot.
125th Bn
"H.M.C.S. "" Niobe"""
2nd Field Amb. Depot.
194th Bn
1st Div. Train.
4th Coy. 3rd Bn.
Commanding H.Q. 4th Div.
64th Bty.
48th Bty.
45th Bty.
1st (R.O.).
2nd Bn. Railway Construction Depot.
Eaton's Machine Gun Bty.
Forestry Depot.
180th Bn.
Toronto Recruiting Depot. (Central Ontario).
204th Bn.
Cdg. 181st Bn.
No.2 Training Depot
1st Canadian Div. M.T. Coy.
169th Bn.
1st Canadian T.M. Battery.
No. 2 District Depot
43rd Bty. 8th Bde.
Gen. Depot
No. 5 Engineers Depot.
234th Bn.
3rd D.E. Coy.
126th Bn.
Mil. Hospitals Commission Command.
2nd Bn. (Gas)
4th Gen.Hospital
3rd Bty.
No. 53 District
"4th Depot, Unit of Supply."
33rd Bty.
9th Field Coy. 3rd Div.
"6th Remount Depot Sqdn., C.S.E.F."
20th
74th Bn. and 169th Bn.
Eaton Bty.
(Bermuda)
4th Gen. Hospital
3rd Bde. Ammunition Col.
74th Bn
No. 2 Training Depot.
Canadian Discharge Depot.
"45th Bty., 9th Bde."
95th Bn
No. 2 Base Hospital
"H.Q. Staff, Mil. District 13."
11th Stat. Hosp.
Canadian Base Depot.
16th Field Coy.
Base Guard
Permanent Base
"""C"" Coy.13th Bn."
"""C"" Coy. 14th Bn."
Borden Bty.
3rd A.T. Coy.
2nd Coy. 7th Bn.
8th Coy. 7th Bn.
Officer Commanding No.3 Coy. 16th Bn.
Tanks Bn.
No. 2 Training Depot
3rd Ammunition Col.
"""B"" Div. Wing"
Cav. Bde. Machine Gun Sqdn.
1st Canadian Gen. Hospital
63rd (Depot) Bty. Reserve Bde.
"H.Q., 20th Bn."
2nd A.A.H. Coy.
1st Canadian Divisional Employment Coy.
"""A"" Coy. 24th Bn."
8th Bde
4th Army Troops
Bordens Motor M.G.
No. 8 Coy. 1st Gen. Hosp.
1st Signals
6th Siege Bty. 2nd Bde.
"Lewis Gun Sect., 7th Bn."
9th Can. Stationary Hosp.
2nd Canadian Vet Hosp.
1st Canadian Railhead Supply Detachment
3rd Coy. 1st Bn.
Lewis M.G. Section 52nd Bn.
7th Canadian Gen. Hosp.
"2nd Coy., 7th Bn."
1st Can. Gen. Hosp.
4th Canadian Division Pontoon Bridge T. Unit
Bordon Motor Machine Gun Bty
7th Can. Gen. Hosp.
"""A"" Bty. Motor Machine Gun Bde. 1st"
1st Heavy By.
Reinf. Pool
2nd Motor Machine Gun Coy.
No. 1 Canadian Gen. Hosp.
9th Stationary Hosp.
"""A"" Coy, 49th Bn."
7th Div. Unit of Supply
Canadian Bde. M.G. Sqdn.
"""B"" Coy. 52nd Bn."
87th Bn. attd. 11th Bde.
1st Canadian Gen Hosp.
9th Bde
11th Field Co.
4th Canadian Field Amb.
2nd Canadian Div. Supply Col.
7th Canadian Stationary Hosp.
9th Can. Stat. Hosp.
97th Siege Bty.
11th Machine Gun Coy.
4th Coy. 2nd Bn.
No. 2 Coy. 7th Bn.
"""B"" Coy. 21st Bn."
No. 3 Coy. 3rd Bn.
 No. 1 Coy. 2nd Bn.
No. 5 Field Amb
"""A"" Coy, 72nd Bn."
3rd (University) Coy.
"3rd Coy., 1st Div."
Borden's Motor Machine Gun Battery
No. 1 Coy. 3rd Bn.
No. 1 Coy.1st Bn.
5th University Coy.
No. 2 Coy. 1st Bn.
"""G"" Coy. 16th Bn."
"""B"" Bty. 1st"
"""G"" Coy. 15th Bn."
1st Motor Machine Gun Brigade
No. 4 (University) Coy.
No. 2 Coy. 19th Bn.
No. 3 (University) Coy.
"""A"" Coy., 13th Bn."
"""C"" Coy. 43rd Rn."
"""H"" Coy. 7th Bn."
"""D"" Coy., 58th Bn."
3rd Div. Ammunition Column.
1st Div. Train. Coy.
No. 4. Coy. 4th Bn.
Machine Gun Section 22nd Bn.
40th Bty.
Eaton's Bty.
No. 2 (University) Coy.
"""F"" Coy. 15th Bn."
"""E"" Coy. 16th Bn."
9th (Reserve) Bn. attd. 49th Bn.
"""E"" Coy. 14th Bn."
"""H"" Coy. 16th Bn."
"""K"" Coy. 7th Bn."
11th Light T.M. Battery.
"""1"" Coy. 5th Bn."
12th Light T.M. Battery.
"""B"" Coy., 24th Bn."
"""F"" Coy. 5th Bn."
No. 4 (University) Coy
"""B"" Coy. 2nd Field Amb."
"""F"" Coy. 14th Bn."
"""I"" Coy. 10th Bn."
No. 1 Coy. 102nd Bn.
"""C"" Coy. 87th Bn."
No. 1 (University) Coy.
University Coy.
16th Coy
No. 3 Coy. 10th Bn.
4th Coy. 13th Bn.
"""H"" Coy. 8th Bn."
No.1 (University) Coy
No. 4 Coy. 8th Bn.
"""A"" Coy., 28th Bn."
4th Railway Troops
H/Q. 1st
12th Light Trench Mortar Bty.
No. 4. Coy. 7th Bn.
7th Light T.M. Battery.
H.Q. 4th Bde.
"""B"" Depot"
"""A"" Coy. 60th Bn."
3rd T.M. Battery
M.G. Section 49th Bn.
3rd Coy. 8th Bn.
5th Div.
"S.S. ""Rio Verde"" (London)"
"""F"" Coy. 2nd Bn."
Reserve Coy.
"""B""Coy. 8th Bn."
"Regimental Depot, (Manitoba) formerly 108th Bn."
No. 1 Coy
"""B"" Coy. 124th Bn."
No.1 Coy. 1st Bn.
No.2 Coy.
No.1 Coy. 21st Bn.
"""E"" Coy. 10th Bn."
"""A"" Coy. 4th Bn"
Regimental Depot (Western Ontario). 1st Bn.
53rd Coy
"H.M.S. ""Victory"""
24th Bm
5th Bty. Siege Artillery.
2nd Div. Signal Coy
7th Field Co.
3rd University Coy.
Bordens Bty.
Cavalry Machine Gun Sqdn.
"""B"" Coy. 29th Bn"
122nd Coy. 51st District
No.1 Coy. 15th Bn.
1st Brigade H.Q.
No. 2 Coy. 87th Bn.
No. 3 Coy. 102nd Bn.
4th Coy. 87th Bn.
No. 1 Coy. 29th Bn.
"Depot, (Alberta)."
"H.M. Trawler ""Lucknow"""
22nd Howitzer Bty. 6th Bde.
28th Bty. 6th Bde.
"H.M.S. ""Vivid"""
Can. Corps Troops Supply Col.
4th Ammunition Sub-Park
27th Bde.
Reserve Pool
124th Bn
7th Canadian Light Railway Operating Coy.
No. 1 Mobile Sect.
3rd Bty. 1st Bde
1st Ammunition Park
4th Can. Field Amb.
5th Can. Field Amb
"""D"" Coy. 22nd Bn."
2nd Can. T.M. Bty.
14th Div. Signal Coy.
No. 1 Canadian Depot Unit of Supply.
2nd Reserve Bde.
"H.M. Trawler ""Goeland II"""
No. 1 H.Q. Coy.
1st Cavalry Bde.
No. 4 Coy. 15th Bn.
3rd Stationary Hospital
Machine Gun Corps Sect.
"""A"" Coy. 14th Bn."
H.Q. 1st
No. 1 T.N. Coy.
Depot.
No. 8 Canadian General Hospital
156th Bn. 
80th Bn. 
2nd Depot Bn. (Quebec Regiment)
4th Sanitary Sect.
No. 2 Tunnelling Coy.
No.1 Forestry Coy.
H.M.C.S. Niobe
10th Regt. attd. Kapuskasing Guard Coy.
105th Coy.
"H.M.S. ""Vivid II."""
2nd/2nd Depot Bn. (Quebec). 
"""E"" Coy. 94th Regt."
6 Field Coy.
74th Battery
2nd Tram Coy.
1st Auto Machine Gun Bde.
H/Q. Military District 3 (Eastern Ontario).
"H.M.C.S. ""Cartier"""
3 Section D.A.C.
5th Divisional Train
6 Special Service Coy.
12th Reserve Bn. (formerly 3rd Bn.)
56th Regt.
Royal Naval College
7th Bn. 
1st Depot Bn. Nova Scotia Regiment
6 General Hospital
3rd C.E.R.B.
53 Coy.
6th Field Coy. 
Depot Bn. (Manitoba)
1st Depot Bn. (Quebec)
2nd Construction Bn.
1st Construction Bn.
146th. Bn.
12th Siege Bty.
74th Regt.
8th L.T.M.Bty.
"H.M.S. ""Ganges."""
H.M.S. Pekin
"H.M. Trawler ""Commander Nasmith."""
30th (Reserve) Bn.
5th Bty. 2nd Bde.
Cyclist Coy
Adjt.
8th Bty. 12th Bde.
43rd Bty. 10th Bde.
1st Can. Field Amb.
Can. Trench Mortar Bty.
5th Canadian Div. Supply Col.
11th Bty. 3rd Bde
"""B."" Coy. 28th Bn."
2nd Canadian Divisional Employment Coy.
"""R"" Coy. 44th Bn."
10th Field Coy. 4th Div.
Light Railway Operating Coy.
11th Bde
"S.S.""Beverley"""
"Barqt. ""Lake Simcoe""."
"H.M. Trawler ""Returno"" (H.M.S. ""Attentive III"")."
"H.M.S. ""Clan McNaughton""."
"H.M.S. ""Viknor""."
"H.M.S. ""Bayano""."
"H.M. Armed Drifter ""Frons Olivae""."
"H.M. Trawler ""Carew Castle""."
"S.S.""Halifax""."
"S.S. ""Clan Macfarlane"" (Glasgow)."
"S.S. ""Beverley""."
"H.M.S. ""Laurentic""."
"H.M.S. ""Ebro""."
"H.M. Trawler ""Arfon""."
"H.M. Trawler ""Renarro""."
"H.M. Mine-sweeper ""Lady Ismay""."
"H.M. Trawler ""Gambri""."
"S.S. ""Heatherside""."
"H.M.S.""Viknor""."
"S.S. ""Transylvania""."
"S.S. ""Hermes""."
"H.M.S. ""Alcantara""."
"S.S. ""Sycamore""."
"S.S. ""Ninian"" (President III) ""Collier"" 737."
"H.M.P.M.S. ""Erin's Isle"""
"H.M. Paddle Minesweeper ""Queen of the North""."
"H.M.S. "" Laurentic ""."
"H.M. Trawler ""Miura""."
"H.M.S. "" Bayano ""."
"H.M. Trawler ""Lochiel""."
"S.S. ""St. Ronald""."
"H.M.S. ""Invincible""."
"H.M. Trawler ""Merse""."
"H.M.S. ""Macedonia""."
"H.M Trawler ""Vivanti""."
"S.S.""Beverley""."
"H.M.S. ""Laurentic ""."
"S.S. ""Lynorta""."
"H.M.S. ""Bayano"""
"H.M.S. ""Dirk""."
"H.M. Trawler ""Othonna""."
"H.M.S. ""Q 20""."
" H.M.S. ""Laurentic""."
"H.M. Trawler ""Euston""."
"S.S. ""Portloe""."
"H.M. Trawler ""Dagon""."
"S.S. ""Torrington"" (Cardiff)"
"H.M. Trawler ""Bradford""."
"S.S. ""Warsaw""."
"S.S. ""Seagull""."
"H.M. Armed Drifter "" Frons Olivae""."
"H.M.S. ""Viknor ""."
"Schooner ""Antoinette""."
"Schooner ""Ada D.Bishop""."
" S.S. ""Beverley""."
" Schooner ""L.H.B.""."
" Schooner ""L.H.B."""
"Schooner "" Lizzie M. Stanley""."
"Schooner ""Watagua"""
"Schooner ""Lizzie M. Stanley""."
" Schooner ""Ada D.Bishop""."
"Schooner ""Ethel"""
"Schooner ""Elsie Burdette""."
" Schooner ""Revenue""."
"S.S. ""Beverley"""
"Schooner ""Elsie Burdett""."
"Schooner ""Tatler""."
" S.S.""Beverley""."
" Schooner ""W. C. McKay""."
"Schooner ""L.H.B."""
"Barqt. ""Lake Simcoe"""
" Schooner ""Douglas Haig"""
" Schooner ""Douglas Haig""."
"Schooner ""Douglas Haig""."
" Schooner ""Elsie Burdette""."
"Schooner ""Cecil L. Shave""."
" Schooner ""Sidney Smith""."
"Schooner ""Douglas Haig"""
" Schooner ""Antoinette""."
